,reviews,purchased
642,"Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No : I haven't had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but it's important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit I've purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.",
643,"Frighteningly Good One person found this helpful. Was this review helpful to you Yes No : My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks it's maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jasper's product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.",
644,"REALLY GOOD : This tastes amazing, so far the best from Jasper's.The magic potion is just annoying to brew with. When you add it to the beer it turns into a mucusy substance and you need to strain it out which is really hard. Other than that it is great!",
645,Good beer though : This is an extract kit. I don't recall seeing that anywhere in the description. Good beer though.,
646,"Awesome delivery : I haven't had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but it's important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit I've purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.",
647,"Nice kit, but... : I bought two of these kits to make ten gallons. After 3 weeks in the 2- 5 gallon primary's I kegged 5 gallons. The instructions for the vodka, spices and vanilla bean slurry were vague as to when to make the potion and how to store it. I mixed mine on brew day and it sat in the fridge while the beer fermented. It turned into a snot ball. I sanitized a mason jar and took half the ten gallons worth of potion mixture and while I kegged I added some beer to the jar and shook it vigorously to break up the snot ball. It worked for the most part. The first 3 beers came out a bit chunky but it cleared up. The potion made the beer taste a bit like cider. It's got a very upfront pumkin spice kick with hints of cinnamon. I'm not a big fan of these prominent flavors so I bottled the second 5 gallons without the potion.Overall the kits good. The abv came out at about 6.9 after adding an extra pound of dextrose.I expect he bottles to be a bit more to my liking.",
648,"Frighteningly Good 1 person found this helpful. Was this review helpful to you Yes No : My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks it's maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jasper's product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.",
649,"Nice kit, but... : I bought two of these kits to make ten gallons. After 3 weeks in the 2- 5 gallon primary's I kegged 5 gallons. The instructions for the vodka, spices and vanilla bean slurry were vague as to when to make the potion and how to store it. I mixed mine on brew day and it sat in the fridge while the beer fermented. It turned into a snot ball. I sanitized a mason jar and took half the ten gallons worth of potion mixture and while I kegged I added some beer to the jar and shook it vigorously to break up the snot ball. It worked for the most part. The first 3 beers came out a bit chunky but it cleared up. The potion made the beer taste a bit like cider. It's got a very upfront pumkin spice kick with hints of cinnamon. I'm not a big fan of these prominent flavors so I bottled the second 5 gallons without the potion.Overall the kits good. The abv came out at about 6.9 after adding an extra pound of dextrose.I expect he bottles to be a bit more to my liking.",
650,"Frighteningly Good : My 3rd homebrew ever and a step up from my other kit beers. It smelled so amazing brewing and fermenting. Despite my rookie mistake by moving it to secondary fermentation after active fermentation was over it was a forgiving beer. Carbonation was slow but at 7 weeks it's maturing into a tasty, wickedly good beer. Mouth feel and foamy head throughout (yes I hear the snickers) but a fantastic beer. Will be brewing my next batch soon and just tried another Jasper's product Shut the Fck Up Amber - already in secondary fermentation - well played. Boomchugalug.",
651,Good beer though : This is an extract kit. I don't recall seeing that anywhere in the description. Good beer though.,
652,"Awesome delivery 4 people found this helpful. Was this review helpful to you Yes No : I haven't had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but it's important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit I've purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.",
